,state,season,mmwr_week,age_category,sex,race,rate
1000,Entire Network (RSV-NET),2015-2016,Overall,----75-84 years,Female,Overall,29.2
1001,Entire Network (RSV-NET),2015-2016,Overall,----75-84 years,Male,Overall,23.5
1002,Entire Network (RSV-NET),2015-2016,Overall,----85+ years,Female,Overall,54.4
1003,Entire Network (RSV-NET),2015-2016,Overall,----85+ years,Male,Overall,55.8
1004,Entire Network (RSV-NET),2015-2016,Overall,18+ (Adults),Female,Overall,8
1005,Entire Network (RSV-NET),2015-2016,Overall,18+ (Adults),Male,Overall,5.4
1006,Entire Network (RSV-NET),2015-2016,Overall,18-49 years,Female,Overall,2.4
1007,Entire Network (RSV-NET),2015-2016,Overall,18-49 years,Male,Overall,1.5
1008,Entire Network (RSV-NET),2015-2016,Overall,50-64 years,Female,Overall,8.1
1009,Entire Network (RSV-NET),2015-2016,Overall,50-64 years,Male,Overall,5.3
1010,Entire Network (RSV-NET),2015-2016,Overall,65+ years,Female,Overall,25
1011,Entire Network (RSV-NET),2015-2016,Overall,65+ years,Male,Overall,20.4
1012,Entire Network (RSV-NET),2016-2017,Overall,----18-29 years,Female,Overall,1.9
1013,Entire Network (RSV-NET),2016-2017,Overall,----18-29 years,Male,Overall,1.1
1014,Entire Network (RSV-NET),2016-2017,Overall,----30-39 years,Female,Overall,2.3
1015,Entire Network (RSV-NET),2016-2017,Overall,----30-39 years,Male,Overall,1.1
1016,Entire Network (RSV-NET),2016-2017,Overall,----40-49 years,Female,Overall,1.9
1017,Entire Network (RSV-NET),2016-2017,Overall,----40-49 years,Male,Overall,2.3
1018,Entire Network (RSV-NET),2016-2017,Overall,----65-74 years,Female,Overall,15.4
1019,Entire Network (RSV-NET),2016-2017,Overall,----65-74 years,Male,Overall,18.4
1020,Entire Network (RSV-NET),2016-2017,Overall,----75-84 years,Female,Overall,37.1
1021,Entire Network (RSV-NET),2016-2017,Overall,----75-84 years,Male,Overall,37.5
1022,Entire Network (RSV-NET),2016-2017,Overall,----85+ years,Female,Overall,77.1
1023,Entire Network (RSV-NET),2016-2017,Overall,----85+ years,Male,Overall,81.7
1024,Entire Network (RSV-NET),2016-2017,Overall,18+ (Adults),Female,Overall,9.3
1025,Entire Network (RSV-NET),2016-2017,Overall,18+ (Adults),Male,Overall,7.6
1026,Entire Network (RSV-NET),2016-2017,Overall,18-49 years,Female,Overall,2
1027,Entire Network (RSV-NET),2016-2017,Overall,18-49 years,Male,Overall,1.4
1028,Entire Network (RSV-NET),2016-2017,Overall,50-64 years,Female,Overall,9.5
1029,Entire Network (RSV-NET),2016-2017,Overall,50-64 years,Male,Overall,8.2
1030,Entire Network (RSV-NET),2016-2017,Overall,65+ years,Female,Overall,30.5
1031,Entire Network (RSV-NET),2016-2017,Overall,65+ years,Male,Overall,29.8
1032,Entire Network (RSV-NET),2017-2018,Overall,----18-29 years,Female,Overall,1.7
1033,Entire Network (RSV-NET),2017-2018,Overall,----18-29 years,Male,Overall,1.1
1034,Entire Network (RSV-NET),2017-2018,Overall,----30-39 years,Female,Overall,2.3
1035,Entire Network (RSV-NET),2017-2018,Overall,----30-39 years,Male,Overall,1.3
1036,Entire Network (RSV-NET),2017-2018,Overall,----40-49 years,Female,Overall,4
1037,Entire Network (RSV-NET),2017-2018,Overall,----40-49 years,Male,Overall,3.2
1038,Entire Network (RSV-NET),2017-2018,Overall,----65-74 years,Female,Overall,22.8
1039,Entire Network (RSV-NET),2017-2018,Overall,----65-74 years,Male,Overall,21.5
1040,Entire Network (RSV-NET),2017-2018,Overall,----75-84 years,Female,Overall,50.9
1041,Entire Network (RSV-NET),2017-2018,Overall,----75-84 years,Male,Overall,42.2
1042,Entire Network (RSV-NET),2017-2018,Overall,----85+ years,Female,Overall,103.3
1043,Entire Network (RSV-NET),2017-2018,Overall,----85+ years,Male,Overall,90.6
1044,Entire Network (RSV-NET),2017-2018,Overall,18+ (Adults),Female,Overall,12.6
1045,Entire Network (RSV-NET),2017-2018,Overall,18+ (Adults),Male,Overall,9.2
1046,Entire Network (RSV-NET),2017-2018,Overall,18-49 years,Female,Overall,2.6
1047,Entire Network (RSV-NET),2017-2018,Overall,18-49 years,Male,Overall,1.8
1048,Entire Network (RSV-NET),2017-2018,Overall,50-64 years,Female,Overall,11.4
1049,Entire Network (RSV-NET),2017-2018,Overall,50-64 years,Male,Overall,10.5
1050,Entire Network (RSV-NET),2017-2018,Overall,65+ years,Female,Overall,42.2
1051,Entire Network (RSV-NET),2017-2018,Overall,65+ years,Male,Overall,33.9
1052,Entire Network (RSV-NET),2018-2019,Overall,----0-<6 months,Female,Overall,1062
1053,Entire Network (RSV-NET),2018-2019,Overall,----0-<6 months,Male,Overall,1221
1054,Entire Network (RSV-NET),2018-2019,Overall,----1-<2 years,Female,Overall,242.3
1055,Entire Network (RSV-NET),2018-2019,Overall,----1-<2 years,Male,Overall,275.5
1056,Entire Network (RSV-NET),2018-2019,Overall,----12-17 years,Female,Overall,2.3
1057,Entire Network (RSV-NET),2018-2019,Overall,----12-17 years,Male,Overall,2.2
1058,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Female,Overall,1.9
1059,Entire Network (RSV-NET),2018-2019,Overall,----18-29 years,Male,Overall,1.2
1060,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Female,Overall,65.7
1061,Entire Network (RSV-NET),2018-2019,Overall,----2-4 years,Male,Overall,75.8
1062,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Female,Overall,2.5
1063,Entire Network (RSV-NET),2018-2019,Overall,----30-39 years,Male,Overall,2.5
1064,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Female,Overall,4.3
1065,Entire Network (RSV-NET),2018-2019,Overall,----40-49 years,Male,Overall,3.3
1066,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Female,Overall,7.1
1067,Entire Network (RSV-NET),2018-2019,Overall,----5-11 years,Male,Overall,9.3
1068,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Female,Overall,389.9
1069,Entire Network (RSV-NET),2018-2019,Overall,----6-<12 months,Male,Overall,480.3
1070,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Female,Overall,24.3
1071,Entire Network (RSV-NET),2018-2019,Overall,----65-74 years,Male,Overall,21
1072,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Female,Overall,46.2
1073,Entire Network (RSV-NET),2018-2019,Overall,----75-84 years,Male,Overall,46.4
1074,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Female,Overall,94.8
1075,Entire Network (RSV-NET),2018-2019,Overall,----85+ years,Male,Overall,94.2
1076,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Female,Overall,65.2
1077,Entire Network (RSV-NET),2018-2019,Overall,0-17 (Children),Male,Overall,76.3
1078,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Female,Overall,229.2
1079,Entire Network (RSV-NET),2018-2019,Overall,0-4 years,Male,Overall,267
1080,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Female,Overall,12.4
1081,Entire Network (RSV-NET),2018-2019,Overall,18+ (Adults),Male,Overall,9.7
1082,Entire Network (RSV-NET),2018-2019,Overall,18-49 years,Female,Overall,2.8
1083,Entire Network (RSV-NET),2018-2019,Overall,18-49 years,Male,Overall,2.3
1084,Entire Network (RSV-NET),2018-2019,Overall,5-17 years,Female,Overall,4.9
1085,Entire Network (RSV-NET),2018-2019,Overall,5-17 years,Male,Overall,6
1086,Entire Network (RSV-NET),2018-2019,Overall,50-64 years,Female,Overall,10.8
1087,Entire Network (RSV-NET),2018-2019,Overall,50-64 years,Male,Overall,10
1088,Entire Network (RSV-NET),2018-2019,Overall,65+ years,Female,Overall,40.4
1089,Entire Network (RSV-NET),2018-2019,Overall,65+ years,Male,Overall,35
1090,Entire Network (RSV-NET),2019-2020,Overall,----0-<6 months,Female,Overall,1205
1091,Entire Network (RSV-NET),2019-2020,Overall,----0-<6 months,Male,Overall,1655.6
1092,Entire Network (RSV-NET),2019-2020,Overall,----1-<2 years,Female,Overall,304
1093,Entire Network (RSV-NET),2019-2020,Overall,----1-<2 years,Male,Overall,364.5
1094,Entire Network (RSV-NET),2019-2020,Overall,----12-17 years,Female,Overall,1.6
1095,Entire Network (RSV-NET),2019-2020,Overall,----12-17 years,Male,Overall,2.6
1096,Entire Network (RSV-NET),2019-2020,Overall,----18-29 years,Female,Overall,3.1
1097,Entire Network (RSV-NET),2019-2020,Overall,----18-29 years,Male,Overall,1.4
1098,Entire Network (RSV-NET),2019-2020,Overall,----2-4 years,Female,Overall,100.3
1099,Entire Network (RSV-NET),2019-2020,Overall,----2-4 years,Male,Overall,99.9
1100,Entire Network (RSV-NET),2019-2020,Overall,----30-39 years,Female,Overall,3.5
1101,Entire Network (RSV-NET),2019-2020,Overall,----30-39 years,Male,Overall,2.6
1102,Entire Network (RSV-NET),2019-2020,Overall,----40-49 years,Female,Overall,6.2
1103,Entire Network (RSV-NET),2019-2020,Overall,----40-49 years,Male,Overall,5.1
1104,Entire Network (RSV-NET),2019-2020,Overall,----5-11 years,Female,Overall,10.2
1105,Entire Network (RSV-NET),2019-2020,Overall,----5-11 years,Male,Overall,9.8
1106,Entire Network (RSV-NET),2019-2020,Overall,----6-<12 months,Female,Overall,515
1107,Entire Network (RSV-NET),2019-2020,Overall,----6-<12 months,Male,Overall,608.1
1108,Entire Network (RSV-NET),2019-2020,Overall,----65-74 years,Female,Overall,27.4
1109,Entire Network (RSV-NET),2019-2020,Overall,----65-74 years,Male,Overall,26.3
1110,Entire Network (RSV-NET),2019-2020,Overall,----75-84 years,Female,Overall,56.8
1111,Entire Network (RSV-NET),2019-2020,Overall,----75-84 years,Male,Overall,53.3
1112,Entire Network (RSV-NET),2019-2020,Overall,----85+ years,Female,Overall,118.3
1113,Entire Network (RSV-NET),2019-2020,Overall,----85+ years,Male,Overall,104.4
1114,Entire Network (RSV-NET),2019-2020,Overall,0-17 (Children),Female,Overall,81.2
1115,Entire Network (RSV-NET),2019-2020,Overall,0-17 (Children),Male,Overall,98.9
1116,Entire Network (RSV-NET),2019-2020,Overall,0-4 years,Female,Overall,288.5
1117,Entire Network (RSV-NET),2019-2020,Overall,0-4 years,Male,Overall,354
1118,Entire Network (RSV-NET),2019-2020,Overall,18+ (Adults),Female,Overall,15.8
1119,Entire Network (RSV-NET),2019-2020,Overall,18+ (Adults),Male,Overall,12
1120,Entire Network (RSV-NET),2019-2020,Overall,18-49 years,Female,Overall,4.2
1121,Entire Network (RSV-NET),2019-2020,Overall,18-49 years,Male,Overall,2.9
1122,Entire Network (RSV-NET),2019-2020,Overall,5-17 years,Female,Overall,6.1
1123,Entire Network (RSV-NET),2019-2020,Overall,5-17 years,Male,Overall,6.4
1124,Entire Network (RSV-NET),2019-2020,Overall,50-64 years,Female,Overall,14
1125,Entire Network (RSV-NET),2019-2020,Overall,50-64 years,Male,Overall,13
1126,Entire Network (RSV-NET),2019-2020,Overall,65+ years,Female,Overall,48.2
1127,Entire Network (RSV-NET),2019-2020,Overall,65+ years,Male,Overall,41.2
1128,Entire Network (RSV-NET),2020-2021,Overall,----0-<6 months,Female,Overall,672.7
1129,Entire Network (RSV-NET),2020-2021,Overall,----0-<6 months,Male,Overall,775.8
1130,Entire Network (RSV-NET),2020-2021,Overall,----1-<2 years,Female,Overall,194
1131,Entire Network (RSV-NET),2020-2021,Overall,----1-<2 years,Male,Overall,214.4
1132,Entire Network (RSV-NET),2020-2021,Overall,----12-17 years,Female,Overall,1.4
1133,Entire Network (RSV-NET),2020-2021,Overall,----12-17 years,Male,Overall,1.6
1134,Entire Network (RSV-NET),2020-2021,Overall,----18-29 years,Female,Overall,1.6
1135,Entire Network (RSV-NET),2020-2021,Overall,----18-29 years,Male,Overall,1
1136,Entire Network (RSV-NET),2020-2021,Overall,----2-4 years,Female,Overall,54.3
1137,Entire Network (RSV-NET),2020-2021,Overall,----2-4 years,Male,Overall,72.1
1138,Entire Network (RSV-NET),2020-2021,Overall,----30-39 years,Female,Overall,2.4
1139,Entire Network (RSV-NET),2020-2021,Overall,----30-39 years,Male,Overall,0.9
1140,Entire Network (RSV-NET),2020-2021,Overall,----40-49 years,Female,Overall,1.3
1141,Entire Network (RSV-NET),2020-2021,Overall,----40-49 years,Male,Overall,1.1
1142,Entire Network (RSV-NET),2020-2021,Overall,----5-11 years,Female,Overall,4.3
1143,Entire Network (RSV-NET),2020-2021,Overall,----5-11 years,Male,Overall,3.8
1144,Entire Network (RSV-NET),2020-2021,Overall,----6-<12 months,Female,Overall,251.4
1145,Entire Network (RSV-NET),2020-2021,Overall,----6-<12 months,Male,Overall,315.3
1146,Entire Network (RSV-NET),2020-2021,Overall,----65-74 years,Female,Overall,6.2
1147,Entire Network (RSV-NET),2020-2021,Overall,----65-74 years,Male,Overall,5.3
1148,Entire Network (RSV-NET),2020-2021,Overall,----75-84 years,Female,Overall,8.1
1149,Entire Network (RSV-NET),2020-2021,Overall,----75-84 years,Male,Overall,5.4
1150,Entire Network (RSV-NET),2020-2021,Overall,----85+ years,Female,Overall,10.2
1151,Entire Network (RSV-NET),2020-2021,Overall,----85+ years,Male,Overall,12.5
1152,Entire Network (RSV-NET),2020-2021,Overall,0-17 (Children),Female,Overall,45
1153,Entire Network (RSV-NET),2020-2021,Overall,0-17 (Children),Male,Overall,53.3
1154,Entire Network (RSV-NET),2020-2021,Overall,0-4 years,Female,Overall,161.3
1155,Entire Network (RSV-NET),2020-2021,Overall,0-4 years,Male,Overall,192.8
1156,Entire Network (RSV-NET),2020-2021,Overall,18+ (Adults),Female,Overall,3.3
1157,Entire Network (RSV-NET),2020-2021,Overall,18+ (Adults),Male,Overall,2.2
1158,Entire Network (RSV-NET),2020-2021,Overall,18-49 years,Female,Overall,1.8
1159,Entire Network (RSV-NET),2020-2021,Overall,18-49 years,Male,Overall,1
1160,Entire Network (RSV-NET),2020-2021,Overall,5-17 years,Female,Overall,2.9
1161,Entire Network (RSV-NET),2020-2021,Overall,5-17 years,Male,Overall,2.8
1162,Entire Network (RSV-NET),2020-2021,Overall,50-64 years,Female,Overall,3.3
1163,Entire Network (RSV-NET),2020-2021,Overall,50-64 years,Male,Overall,2.3
1164,Entire Network (RSV-NET),2020-2021,Overall,65+ years,Female,Overall,7.3
1165,Entire Network (RSV-NET),2020-2021,Overall,65+ years,Male,Overall,6
1166,Entire Network (RSV-NET),2021-2022,Overall,----0-<6 months,Female,Overall,1130.5
1167,Entire Network (RSV-NET),2021-2022,Overall,----0-<6 months,Male,Overall,1437.5
1168,Entire Network (RSV-NET),2021-2022,Overall,----1-<2 years,Female,Overall,300.9
1169,Entire Network (RSV-NET),2021-2022,Overall,----1-<2 years,Male,Overall,346.1
1170,Entire Network (RSV-NET),2021-2022,Overall,----12-17 years,Female,Overall,3.2
1171,Entire Network (RSV-NET),2021-2022,Overall,----12-17 years,Male,Overall,2.9
1172,Entire Network (RSV-NET),2021-2022,Overall,----18-29 years,Female,Overall,4.7
1173,Entire Network (RSV-NET),2021-2022,Overall,----18-29 years,Male,Overall,1.9
1174,Entire Network (RSV-NET),2021-2022,Overall,----2-4 years,Female,Overall,121
1175,Entire Network (RSV-NET),2021-2022,Overall,----2-4 years,Male,Overall,123.2
1176,Entire Network (RSV-NET),2021-2022,Overall,----30-39 years,Female,Overall,5.7
1177,Entire Network (RSV-NET),2021-2022,Overall,----30-39 years,Male,Overall,3.1
1178,Entire Network (RSV-NET),2021-2022,Overall,----40-49 years,Female,Overall,4.9
1179,Entire Network (RSV-NET),2021-2022,Overall,----40-49 years,Male,Overall,4
1180,Entire Network (RSV-NET),2021-2022,Overall,----5-11 years,Female,Overall,13.4
1181,Entire Network (RSV-NET),2021-2022,Overall,----5-11 years,Male,Overall,15
1182,Entire Network (RSV-NET),2021-2022,Overall,----6-<12 months,Female,Overall,449.2
1183,Entire Network (RSV-NET),2021-2022,Overall,----6-<12 months,Male,Overall,582.3
1184,Entire Network (RSV-NET),2021-2022,Overall,----65-74 years,Female,Overall,21.9
1185,Entire Network (RSV-NET),2021-2022,Overall,----65-74 years,Male,Overall,18.5
1186,Entire Network (RSV-NET),2021-2022,Overall,----75-84 years,Female,Overall,46.9
1187,Entire Network (RSV-NET),2021-2022,Overall,----75-84 years,Male,Overall,38.5
1188,Entire Network (RSV-NET),2021-2022,Overall,----85+ years,Female,Overall,62.7
1189,Entire Network (RSV-NET),2021-2022,Overall,----85+ years,Male,Overall,65.7
1190,Entire Network (RSV-NET),2021-2022,Overall,0-17 (Children),Female,Overall,82.6
1191,Entire Network (RSV-NET),2021-2022,Overall,0-17 (Children),Male,Overall,97.4
1192,Entire Network (RSV-NET),2021-2022,Overall,0-4 years,Female,Overall,286.8
1193,Entire Network (RSV-NET),2021-2022,Overall,0-4 years,Male,Overall,340.6
1194,Entire Network (RSV-NET),2021-2022,Overall,18+ (Adults),Female,Overall,13
1195,Entire Network (RSV-NET),2021-2022,Overall,18+ (Adults),Male,Overall,9.1
1196,Entire Network (RSV-NET),2021-2022,Overall,18-49 years,Female,Overall,5.1
1197,Entire Network (RSV-NET),2021-2022,Overall,18-49 years,Male,Overall,2.9
1198,Entire Network (RSV-NET),2021-2022,Overall,5-17 years,Female,Overall,8.6
1199,Entire Network (RSV-NET),2021-2022,Overall,5-17 years,Male,Overall,9.4
1200,Entire Network (RSV-NET),2021-2022,Overall,50-64 years,Female,Overall,12.2
1201,Entire Network (RSV-NET),2021-2022,Overall,50-64 years,Male,Overall,9.9
1202,Entire Network (RSV-NET),2021-2022,Overall,65+ years,Female,Overall,34.6
1203,Entire Network (RSV-NET),2021-2022,Overall,65+ years,Male,Overall,28.6
1204,Entire Network (RSV-NET),2022-2023,Overall,----0-<6 months,Female,Overall,1780.4
1205,Entire Network (RSV-NET),2022-2023,Overall,----0-<6 months,Male,Overall,2293
1206,Entire Network (RSV-NET),2022-2023,Overall,----1-<2 years,Female,Overall,517.9
1207,Entire Network (RSV-NET),2022-2023,Overall,----1-<2 years,Male,Overall,582.1
1208,Entire Network (RSV-NET),2022-2023,Overall,----12-17 years,Female,Overall,6.8
1209,Entire Network (RSV-NET),2022-2023,Overall,----12-17 years,Male,Overall,5.7
1210,Entire Network (RSV-NET),2022-2023,Overall,----18-29 years,Female,Overall,7.2
1211,Entire Network (RSV-NET),2022-2023,Overall,----18-29 years,Male,Overall,2.1
1212,Entire Network (RSV-NET),2022-2023,Overall,----2-4 years,Female,Overall,227.5
1213,Entire Network (RSV-NET),2022-2023,Overall,----2-4 years,Male,Overall,258.3
1214,Entire Network (RSV-NET),2022-2023,Overall,----30-39 years,Female,Overall,8.9
1215,Entire Network (RSV-NET),2022-2023,Overall,----30-39 years,Male,Overall,4.2
1216,Entire Network (RSV-NET),2022-2023,Overall,----40-49 years,Female,Overall,6.5
1217,Entire Network (RSV-NET),2022-2023,Overall,----40-49 years,Male,Overall,8
1218,Entire Network (RSV-NET),2022-2023,Overall,----5-11 years,Female,Overall,27.9
1219,Entire Network (RSV-NET),2022-2023,Overall,----5-11 years,Male,Overall,33.3
1220,Entire Network (RSV-NET),2022-2023,Overall,----6-<12 months,Female,Overall,761.2
1221,Entire Network (RSV-NET),2022-2023,Overall,----6-<12 months,Male,Overall,988.4
1222,Entire Network (RSV-NET),2022-2023,Overall,----65-74 years,Female,Overall,41.3
1223,Entire Network (RSV-NET),2022-2023,Overall,----65-74 years,Male,Overall,38.6
1224,Entire Network (RSV-NET),2022-2023,Overall,----75-84 years,Female,Overall,83.2
1225,Entire Network (RSV-NET),2022-2023,Overall,----75-84 years,Male,Overall,79.9
1226,Entire Network (RSV-NET),2022-2023,Overall,----85+ years,Female,Overall,141.5
1227,Entire Network (RSV-NET),2022-2023,Overall,----85+ years,Male,Overall,142.5
1228,Entire Network (RSV-NET),2022-2023,Overall,0-17 (Children),Female,Overall,142.8
1229,Entire Network (RSV-NET),2022-2023,Overall,0-17 (Children),Male,Overall,172.5
1230,Entire Network (RSV-NET),2022-2023,Overall,0-4 years,Female,Overall,488.3
1231,Entire Network (RSV-NET),2022-2023,Overall,0-4 years,Male,Overall,593
1232,Entire Network (RSV-NET),2022-2023,Overall,18+ (Adults),Female,Overall,23
1233,Entire Network (RSV-NET),2022-2023,Overall,18+ (Adults),Male,Overall,16.6
1234,Entire Network (RSV-NET),2022-2023,Overall,18-49 years,Female,Overall,7.6
1235,Entire Network (RSV-NET),2022-2023,Overall,18-49 years,Male,Overall,4.5
1236,Entire Network (RSV-NET),2022-2023,Overall,5-17 years,Female,Overall,18
1237,Entire Network (RSV-NET),2022-2023,Overall,5-17 years,Male,Overall,20.3
1238,Entire Network (RSV-NET),2022-2023,Overall,50-64 years,Female,Overall,20.4
1239,Entire Network (RSV-NET),2022-2023,Overall,50-64 years,Male,Overall,14.9
1240,Entire Network (RSV-NET),2022-2023,Overall,65+ years,Female,Overall,66.9
1241,Entire Network (RSV-NET),2022-2023,Overall,65+ years,Male,Overall,59.9
1242,Entire Network (RSV-NET),2014-2015,Overall,----18-29 years,Female,"A/PI, non-Hispanic",0
1243,Entire Network (RSV-NET),2014-2015,Overall,----18-29 years,Female,"AI/AN, non-Hispanic",0
1244,Entire Network (RSV-NET),2014-2015,Overall,----18-29 years,Female,"Black, non-Hispanic",2.8
1245,Entire Network (RSV-NET),2014-2015,Overall,----18-29 years,Female,Hispanic,0.5
1246,Entire Network (RSV-NET),2014-2015,Overall,----18-29 years,Female,"White, non-Hispanic",0.5
1247,Entire Network (RSV-NET),2014-2015,Overall,----18-29 years,Male,"A/PI, non-Hispanic",0
1248,Entire Network (RSV-NET),2014-2015,Overall,----18-29 years,Male,"AI/AN, non-Hispanic",0
1249,Entire Network (RSV-NET),2014-2015,Overall,----18-29 years,Male,"Black, non-Hispanic",1.5
1250,Entire Network (RSV-NET),2014-2015,Overall,----18-29 years,Male,Hispanic,0
1251,Entire Network (RSV-NET),2014-2015,Overall,----18-29 years,Male,"White, non-Hispanic",0.1
1252,Entire Network (RSV-NET),2014-2015,Overall,----30-39 years,Female,"A/PI, non-Hispanic",0.6
1253,Entire Network (RSV-NET),2014-2015,Overall,----30-39 years,Female,"AI/AN, non-Hispanic",0
1254,Entire Network (RSV-NET),2014-2015,Overall,----30-39 years,Female,"Black, non-Hispanic",0.7
1255,Entire Network (RSV-NET),2014-2015,Overall,----30-39 years,Female,Hispanic,0
1256,Entire Network (RSV-NET),2014-2015,Overall,----30-39 years,Female,"White, non-Hispanic",0.6
1257,Entire Network (RSV-NET),2014-2015,Overall,----30-39 years,Male,"A/PI, non-Hispanic",0
1258,Entire Network (RSV-NET),2014-2015,Overall,----30-39 years,Male,"AI/AN, non-Hispanic",0
1259,Entire Network (RSV-NET),2014-2015,Overall,----30-39 years,Male,"Black, non-Hispanic",1.7
1260,Entire Network (RSV-NET),2014-2015,Overall,----30-39 years,Male,Hispanic,0
1261,Entire Network (RSV-NET),2014-2015,Overall,----30-39 years,Male,"White, non-Hispanic",0.6
1262,Entire Network (RSV-NET),2014-2015,Overall,----40-49 years,Female,"A/PI, non-Hispanic",0.6
1263,Entire Network (RSV-NET),2014-2015,Overall,----40-49 years,Female,"AI/AN, non-Hispanic",0
1264,Entire Network (RSV-NET),2014-2015,Overall,----40-49 years,Female,"Black, non-Hispanic",4.5
1265,Entire Network (RSV-NET),2014-2015,Overall,----40-49 years,Female,Hispanic,0.8
1266,Entire Network (RSV-NET),2014-2015,Overall,----40-49 years,Female,"White, non-Hispanic",1.6
1267,Entire Network (RSV-NET),2014-2015,Overall,----40-49 years,Male,"A/PI, non-Hispanic",0
1268,Entire Network (RSV-NET),2014-2015,Overall,----40-49 years,Male,"AI/AN, non-Hispanic",0
1269,Entire Network (RSV-NET),2014-2015,Overall,----40-49 years,Male,"Black, non-Hispanic",5.4
1270,Entire Network (RSV-NET),2014-2015,Overall,----40-49 years,Male,Hispanic,0
1271,Entire Network (RSV-NET),2014-2015,Overall,----40-49 years,Male,"White, non-Hispanic",0.6
1272,Entire Network (RSV-NET),2014-2015,Overall,----65-74 years,Female,"A/PI, non-Hispanic",0
1273,Entire Network (RSV-NET),2014-2015,Overall,----65-74 years,Female,"AI/AN, non-Hispanic",0
1274,Entire Network (RSV-NET),2014-2015,Overall,----65-74 years,Female,"Black, non-Hispanic",9.2
1275,Entire Network (RSV-NET),2014-2015,Overall,----65-74 years,Female,Hispanic,6.4
1276,Entire Network (RSV-NET),2014-2015,Overall,----65-74 years,Female,"White, non-Hispanic",6.4
1277,Entire Network (RSV-NET),2014-2015,Overall,----65-74 years,Male,"A/PI, non-Hispanic",0
1278,Entire Network (RSV-NET),2014-2015,Overall,----65-74 years,Male,"AI/AN, non-Hispanic",0
1279,Entire Network (RSV-NET),2014-2015,Overall,----65-74 years,Male,"Black, non-Hispanic",6.9
1280,Entire Network (RSV-NET),2014-2015,Overall,----65-74 years,Male,Hispanic,3.9
1281,Entire Network (RSV-NET),2014-2015,Overall,----65-74 years,Male,"White, non-Hispanic",7.6
1282,Entire Network (RSV-NET),2014-2015,Overall,----75-84 years,Female,"A/PI, non-Hispanic",2.8
1283,Entire Network (RSV-NET),2014-2015,Overall,----75-84 years,Female,"AI/AN, non-Hispanic",0
1284,Entire Network (RSV-NET),2014-2015,Overall,----75-84 years,Female,"Black, non-Hispanic",17
1285,Entire Network (RSV-NET),2014-2015,Overall,----75-84 years,Female,Hispanic,0
1286,Entire Network (RSV-NET),2014-2015,Overall,----75-84 years,Female,"White, non-Hispanic",11.8
1287,Entire Network (RSV-NET),2014-2015,Overall,----75-84 years,Male,"A/PI, non-Hispanic",3.6
1288,Entire Network (RSV-NET),2014-2015,Overall,----75-84 years,Male,"AI/AN, non-Hispanic",0
1289,Entire Network (RSV-NET),2014-2015,Overall,----75-84 years,Male,"Black, non-Hispanic",21.8
1290,Entire Network (RSV-NET),2014-2015,Overall,----75-84 years,Male,Hispanic,9.5
1291,Entire Network (RSV-NET),2014-2015,Overall,----75-84 years,Male,"White, non-Hispanic",16.3
1292,Entire Network (RSV-NET),2014-2015,Overall,----85+ years,Female,"A/PI, non-Hispanic",6.1
1293,Entire Network (RSV-NET),2014-2015,Overall,----85+ years,Female,"AI/AN, non-Hispanic",0
1294,Entire Network (RSV-NET),2014-2015,Overall,----85+ years,Female,"Black, non-Hispanic",17.8
1295,Entire Network (RSV-NET),2014-2015,Overall,----85+ years,Female,Hispanic,0
1296,Entire Network (RSV-NET),2014-2015,Overall,----85+ years,Female,"White, non-Hispanic",27.4
1297,Entire Network (RSV-NET),2014-2015,Overall,----85+ years,Male,"A/PI, non-Hispanic",20.6
1298,Entire Network (RSV-NET),2014-2015,Overall,----85+ years,Male,"AI/AN, non-Hispanic",0
1299,Entire Network (RSV-NET),2014-2015,Overall,----85+ years,Male,"Black, non-Hispanic",11.2
1300,Entire Network (RSV-NET),2014-2015,Overall,----85+ years,Male,Hispanic,0
1301,Entire Network (RSV-NET),2014-2015,Overall,----85+ years,Male,"White, non-Hispanic",13.8
1302,Entire Network (RSV-NET),2014-2015,Overall,18+ (Adults),Female,"A/PI, non-Hispanic",0.5
1303,Entire Network (RSV-NET),2014-2015,Overall,18+ (Adults),Female,"AI/AN, non-Hispanic",3.4
1304,Entire Network (RSV-NET),2014-2015,Overall,18+ (Adults),Female,"Black, non-Hispanic",5.4
1305,Entire Network (RSV-NET),2014-2015,Overall,18+ (Adults),Female,Hispanic,1.1
1306,Entire Network (RSV-NET),2014-2015,Overall,18+ (Adults),Female,"White, non-Hispanic",3.9
1307,Entire Network (RSV-NET),2014-2015,Overall,18+ (Adults),Male,"A/PI, non-Hispanic",0.4
1308,Entire Network (RSV-NET),2014-2015,Overall,18+ (Adults),Male,"AI/AN, non-Hispanic",0
